name,url,language,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
joplin,https://github.com/laurent22/joplin,JavaScript,51,0,316,4,32,77,592,439,3.3,1515,0.7327
frontend,https://github.com/home-assistant/frontend,TypeScript,67,0,331,6,42.8,117,1015,716,1.8,497,0.73081
p5.js,https://github.com/processing/p5.js,JavaScript,96,0,479,7,15.9,7,179,155,2.7,1777,0.73049
mapbox-gl-js,https://github.com/mapbox/mapbox-gl-js,JavaScript,95,0,336,6,8.1,28,354,202,1.6,3443,0.72848
shields,https://github.com/badges/shields,JavaScript,96,0,414,6,19.2,1,401,349,2.1,7782,0.72831
openui5,https://github.com/SAP/openui5,JavaScript,86,0,457,2,114.9,99,144,99,2.4,2072,0.7275
swagger-ui,https://github.com/swagger-api/swagger-ui,JavaScript,115,1,463,7,8.8,35,470,276,0.9,4162,0.72695
node-postgres,https://github.com/brianc/node-postgres,JavaScript,125,0,273,8,3.4,30,160,94,2.5,2672,0.72576
fxa,https://github.com/mozilla/fxa,JavaScript,107,0,163,3,32.8,88,1329,939,0.7,8465,0.72417
stylelint,https://github.com/stylelint/stylelint,JavaScript,74,0,308,7,7.1,17,170,115,1.5,8577,0.72315
appium,https://github.com/appium/appium,JavaScript,97,0,342,9,3.7,8,265,243,2.8,2136,0.72293
redux,https://github.com/reduxjs/redux,TypeScript,68,0,847,10,4,12,102,85,2.4,1205,0.72289
react-admin,https://github.com/marmelab/react-admin,TypeScript,55,0,429,5,32,51,516,440,1.5,1125,0.72261
pixi.js,https://github.com/pixijs/pixi.js,TypeScript,97,0,402,7,7.2,20,287,225,2.5,906,0.7222
nuxt.js,https://github.com/nuxt/nuxt.js,JavaScript,51,0,293,5,12.2,20,680,526,2.2,3102,0.72198
formatjs,https://github.com/formatjs/formatjs,TypeScript,81,0,192,7,26.1,960,310,310,1.3,2045,0.72184
wappalyzer,https://github.com/AliasIO/wappalyzer,JavaScript,132,0,731,7,18.3,25,322,284,0.8,372,0.7205
electron-builder,https://github.com/electron-userland/electron-builder,TypeScript,68,0,329,11,2.4,14,532,331,2.2,1972,0.71974
graphql-code-generator,https://github.com/dotansimha/graphql-code-generator,TypeScript,50,0,287,4,28.5,230,530,448,2.2,1924,0.71878
firebase-tools,https://github.com/firebase/firebase-tools,TypeScript,86,0,156,6,10.9,53,460,349,2.5,2054,0.71845
CRUD,https://github.com/Laravel-Backpack/CRUD,JavaScript,66,0,267,6,17.7,45,258,175,2.8,1091,0.71793
prism,https://github.com/PrismJS/prism,JavaScript,103,0,326,7,5.7,5,154,113,2.7,5298,0.71709
eslint-plugin-import,https://github.com/benmosher/eslint-plugin-import,JavaScript,71,0,249,5,2.7,28,116,40,2.1,28640,0.71701
graphql-tools,https://github.com/ardatan/graphql-tools,TypeScript,58,0,250,8,17.4,149,392,363,2.5,470,0.71439
semantic-release,https://github.com/semantic-release/semantic-release,JavaScript,77,0,140,12,1.6,25,98,47,2.1,14140,0.71349
brave-browser,https://github.com/brave/brave-browser,JavaScript,50,0,70,4,24.7,1195,2158,1230,1.6,8745,0.71274
rest.js,https://github.com/octokit/rest.js,JavaScript,129,0,247,8,7.5,59,98,87,1.6,1993,0.71246
lint-staged,https://github.com/okonet/lint-staged,JavaScript,60,0,97,9,1.9,42,44,27,3.3,28204,0.71237
bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,JavaScript,51,0,315,5,18.7,33,510,453,2.5,823,0.71229
vue-next,https://github.com/vuejs/vue-next,TypeScript,31,0,208,11,33.2,56,739,566,1.9,412,0.71182
typeorm,https://github.com/typeorm/typeorm,TypeScript,59,0,633,6,6.6,12,2538,1153,1.1,940,0.71156
react-router,https://github.com/ReactTraining/react-router,JavaScript,81,0,679,8,0.8,11,140,106,2.2,3209,0.71102
rxjs,https://github.com/ReactiveX/rxjs,TypeScript,71,1,452,7,12,22,232,150,1.3,3107,0.71036
video.js,https://github.com/videojs/video.js,JavaScript,129,0,439,7,2,21,367,247,1.7,1205,0.70994
ts-jest,https://github.com/kulshekhar/ts-jest,TypeScript,53,0,124,5,13.8,24,274,265,1.6,12528,0.70957
aframe,https://github.com/aframevr/aframe,JavaScript,65,0,354,7,6.8,2,147,106,2.2,13645,0.70847
highcharts,https://github.com/highcharts/highcharts,JavaScript,129,1,168,5,45.3,16,854,622,1.9,1103,0.70802
simple-icons,https://github.com/simple-icons/simple-icons,JavaScript,99,0,259,5,24.3,46,1069,795,1.4,411,0.70775
firebase-js-sdk,https://github.com/firebase/firebase-js-sdk,TypeScript,45,0,129,4,17.4,468,689,545,2.1,5370,0.70645
axios,https://github.com/axios/axios,JavaScript,78,1,264,10,1.6,5,337,214,1.7,16859,0.70419
fluentui,https://github.com/microsoft/fluentui,TypeScript,56,0,619,2,47.2,1794,1383,935,2.8,195,0.70401
mobx,https://github.com/mobxjs/mobx,TypeScript,71,0,262,8,8.2,16,145,130,3.1,835,0.70361
plotly.js,https://github.com/plotly/plotly.js,JavaScript,104,0,197,6,26.8,24,300,152,2.2,464,0.70344
chakra-ui,https://github.com/chakra-ui/chakra-ui,TypeScript,18,0,296,6,64.8,153,813,701,2.6,295,0.70304
juice-shop,https://github.com/bkimminich/juice-shop,JavaScript,76,0,82,4,65,22,86,79,1.7,9583,0.70254
vscode-go,https://github.com/golang/vscode-go,TypeScript,64,0,280,8,11.8,36,430,287,2.3,304,0.70244
cli,https://github.com/netlify/cli,JavaScript,76,0,93,6,14.1,86,420,351,0.9,6667,0.69994
xstate,https://github.com/davidkpiano/xstate,TypeScript,64,0,199,10,11.2,41,169,124,2.1,576,0.69866
mdx,https://github.com/mdx-js/mdx,JavaScript,37,0,136,9,4.8,20,194,167,2.4,4900,0.69849
nx,https://github.com/nrwl/nx,TypeScript,41,0,257,6,21.9,87,904,595,1.9,436,0.69805
puppeteer,https://github.com/puppeteer/puppeteer,TypeScript,44,0,321,5,7.9,21,570,242,1.4,3422,0.69805
tensorboard,https://github.com/tensorflow/tensorboard,TypeScript,63,0,248,5,19.3,6,429,337,0.9,7619,0.69795
snyk,https://github.com/snyk/snyk,TypeScript,63,0,125,3,10.7,308,154,126,2.1,18562,0.69688
NativeScript,https://github.com/NativeScript/NativeScript,TypeScript,83,0,216,5,4.6,33,317,139,3.1,1337,0.69626
sinon,https://github.com/sinonjs/sinon,JavaScript,131,2,380,10,2.9,16,58,36,1.6,5906,0.69561
augur,https://github.com/AugurProject/augur,TypeScript,74,0,109,4,91.5,17,648,527,0.5,3583,0.69538
got,https://github.com/sindresorhus/got,TypeScript,82,0,140,7,5.4,36,114,77,3.1,1856,0.69526
web-stories-wp,https://github.com/google/web-stories-wp,JavaScript,64,0,82,8,117.3,18,1400,898,2.1,106,0.69491
discord.js,https://github.com/discordjs/discord.js,JavaScript,66,0,286,4,9,17,481,397,1.6,2491,0.69404
tfjs,https://github.com/tensorflow/tfjs,TypeScript,42,0,270,3,15.2,23,695,537,1.7,2942,0.69318
assets,https://github.com/trustwallet/assets,TypeScript,17,0,1420,3,74.6,0,985,965,3.9,661,0.69209
zigbee-herdsman-converters,https://github.com/Koenkk/zigbee-herdsman-converters,JavaScript,32,0,719,3,33,223,424,388,2.1,380,0.69197
amplify-js,https://github.com/aws-amplify/amplify-js,TypeScript,40,0,319,4,13.7,1165,1010,639,2.5,526,0.69195
html-webpack-plugin,https://github.com/jantimon/html-webpack-plugin,JavaScript,78,0,152,9,1.2,11,113,75,4.2,2729,0.69135
azure-sdk-for-js,https://github.com/Azure/azure-sdk-for-js,TypeScript,77,0,231,4,43.8,452,1862,1390,1.5,149,0.69059
snowpack,https://github.com/snowpackjs/snowpack,JavaScript,22,0,279,9,42.9,58,507,470,2.6,95,0.69051
react-hook-form,https://github.com/react-hook-form/react-hook-form,TypeScript,22,0,143,6,17.4,121,516,508,3.6,861,0.69024
addons-frontend,https://github.com/mozilla/addons-frontend,JavaScript,59,0,404,6,35.2,74,275,232,2,116,0.69018
node-red,https://github.com/node-red/node-red,JavaScript,89,0,167,7,12.9,14,163,108,1.8,1496,0.68952
hls.js,https://github.com/video-dev/hls.js,TypeScript,72,0,240,8,15.6,32,349,297,1.6,231,0.68925
vega,https://github.com/vega/vega,JavaScript,96,0,107,9,10.4,19,139,99,1.2,2504,0.68916
request,https://github.com/request/request,JavaScript,130,11,343,9,0,13,76,47,1.3,198280,0.6889
PeerTube,https://github.com/Chocobozzz/PeerTube,TypeScript,63,0,336,5,40.9,10,489,307,2.6,195,0.68846
fullcalendar,https://github.com/fullcalendar/fullcalendar,TypeScript,143,0,129,8,22.9,18,285,164,1.6,386,0.68822
react-testing-library,https://github.com/testing-library/react-testing-library,JavaScript,34,1,155,9,2.1,37,100,92,3.3,8038,0.68708
sweetalert2,https://github.com/sweetalert2/sweetalert2,JavaScript,76,0,106,10,5.5,78,93,86,2.4,1319,0.68698
react-query,https://github.com/tannerlinsley/react-query,TypeScript,16,0,224,8,16,186,263,244,3.4,557,0.68676
rushstack,https://github.com/microsoft/rushstack,TypeScript,62,0,165,3,55.5,1693,202,114,1.9,1713,0.68656
codecombat,https://github.com/codecombat/codecombat,CoffeeScript,86,0,772,5,7.8,0,170,142,0.7,18329,0.68653
google-api-nodejs-client,https://github.com/googleapis/google-api-nodejs-client,TypeScript,95,0,141,6,25.5,24,355,317,0.8,940,0.68568
remark,https://github.com/remarkjs/remark,JavaScript,115,0,107,10,2,24,44,43,2.9,1936,0.68565
graphiql,https://github.com/graphql/graphiql,TypeScript,66,0,178,8,6.3,188,78,51,2.4,1348,0.68555
formik,https://github.com/formium/formik,TypeScript,43,0,408,9,6.9,44,546,324,2,145,0.68541
underscore,https://github.com/jashkenas/underscore,JavaScript,136,0,314,11,3.6,6,34,25,2.5,1320,0.68399
force,https://github.com/artsy/force,TypeScript,87,0,117,7,46.5,24,566,554,0.4,604,0.6834
loopback-next,https://github.com/strongloop/loopback-next,TypeScript,48,0,180,7,41.2,1258,818,493,1.2,223,0.68331
jquery,https://github.com/jquery/jquery,JavaScript,180,1,328,7,1.3,1,36,25,1.9,72991,0.68275
vant,https://github.com/youzan/vant,JavaScript,49,0,171,4,49.6,63,638,617,1.8,374,0.68173
stencil,https://github.com/ionic-team/stencil,TypeScript,47,0,157,7,16.5,43,212,128,1.8,931,0.68128
effector,https://github.com/effector/effector,TypeScript,36,0,71,6,31.7,39,58,48,1.7,8933,0.68072
hospitalrun-frontend,https://github.com/HospitalRun/hospitalrun-frontend,TypeScript,82,0,240,8,19.1,5,145,102,3,340,0.68062
ant-design-pro,https://github.com/ant-design/ant-design-pro,TypeScript,41,0,273,5,4.1,5,615,546,2.3,3673,0.68014
Lesswrong2,https://github.com/LessWrong2/Lesswrong2,TypeScript,102,0,267,6,50.6,6,308,267,0.7,566,0.67991
misskey,https://github.com/syuilo/misskey,TypeScript,49,0,82,4,33.4,102,410,264,1.2,4321,0.67974
platform,https://github.com/ngrx/platform,TypeScript,47,0,308,10,5.8,16,171,120,2.1,410,0.6788
javascript,https://github.com/airbnb/javascript,JavaScript,99,0,511,4,1.3,12,67,58,1.3,8039,0.67811
core-js,https://github.com/zloirock/core-js,JavaScript,91,0,88,8,3.3,8,94,72,1.8,10272,0.67718
common-voice,https://github.com/mozilla/common-voice,TypeScript,45,0,761,5,63.5,19,97,59,1.5,140,0.67713
incubator-echarts,https://github.com/apache/incubator-echarts,TypeScript,94,0,143,4,21.6,12,996,528,1.6,750,0.67711
webpack.js.org,https://github.com/webpack/webpack.js.org,JavaScript,55,0,1052,9,10.3,2,408,348,2,102,0.67656
ionic-native,https://github.com/ionic-team/ionic-native,TypeScript,62,1,664,10,3.6,17,101,53,0.8,1585,0.67597
vega-lite,https://github.com/vega/vega-lite,TypeScript,74,0,153,7,17.5,36,287,206,0.9,688,0.67595
refined-github,https://github.com/sindresorhus/refined-github,TypeScript,59,0,236,5,12.6,19,307,254,3.1,277,0.67594
react-navigation,https://github.com/react-navigation/react-navigation,TypeScript,48,1,97,7,11.8,635,561,404,2.4,1348,0.67574
node-mongodb-native,https://github.com/mongodb/node-mongodb-native,JavaScript,134,1,408,7,5.8,17,144,135,0.4,2468,0.67567
jsii,https://github.com/aws/jsii,TypeScript,39,0,52,6,17.5,26,368,325,2.1,2789,0.67521
prisma,https://github.com/prisma/prisma,TypeScript,20,0,113,4,50.5,48,1198,661,1.2,1981,0.67383
i18next,https://github.com/i18next/i18next,JavaScript,110,1,186,7,2.4,27,34,32,3.6,1913,0.67368
universal,https://github.com/angular/universal,TypeScript,67,0,101,7,5.2,22,141,106,1.5,3807,0.67355
terser,https://github.com/terser/terser,JavaScript,105,0,206,4,4.2,41,84,49,2.2,2305,0.67348
angular.js,https://github.com/angular/angular.js,JavaScript,621,2,1845,5,1.3,4,36,31,0.8,13292,0.67334
deck,https://github.com/spinnaker/deck,TypeScript,79,0,281,5,21.8,308,221,206,0.7,540,0.67284
data,https://github.com/emberjs/data,JavaScript,110,0,595,6,4.8,4,99,62,1.4,1286,0.67214
Ghost-Admin,https://github.com/TryGhost/Ghost-Admin,JavaScript,91,0,202,8,18.7,52,100,81,0.1,1453,0.67201
feathers,https://github.com/feathersjs/feathers,TypeScript,112,0,185,8,2.6,14,144,115,1.4,1348,0.67186
caniuse,https://github.com/Fyrd/caniuse,JavaScript,109,0,846,7,13.5,0,149,94,1.4,783,0.67181
umi,https://github.com/umijs/umi,TypeScript,38,0,277,8,12,72,619,408,1.5,153,0.67077
igniteui-angular,https://github.com/IgniteUI/igniteui-angular,TypeScript,60,0,119,2,63.4,167,679,539,0.7,2834,0.67031
cli,https://github.com/react-native-community/cli,TypeScript,70,1,441,8,4.4,26,111,77,2.1,420,0.67021
js-yaml,https://github.com/nodeca/js-yaml,JavaScript,113,0,73,7,1.1,8,86,80,1.3,27371,0.6687
theme-ui,https://github.com/system-ui/theme-ui,TypeScript,21,0,111,7,18,79,346,282,2.1,1000,0.66844
sails,https://github.com/balderdashy/sails,JavaScript,109,0,270,9,0.8,4,77,25,2.3,2905,0.66801
open-wc,https://github.com/open-wc/open-wc,JavaScript,28,0,156,6,14.7,37,207,176,2,1078,0.66792
Vim,https://github.com/VSCodeVim/Vim,TypeScript,63,0,290,5,10.9,15,798,565,1.3,334,0.66784
Signal-Desktop,https://github.com/signalapp/Signal-Desktop,JavaScript,85,0,157,6,14.9,79,347,130,2.6,140,0.6677
ws,https://github.com/websockets/ws,JavaScript,111,0,182,6,1.4,9,45,43,3,3165,0.66707
engine,https://github.com/playcanvas/engine,JavaScript,112,0,83,5,10.8,39,243,144,2,849,0.66703
outline,https://github.com/outline/outline,JavaScript,59,0,51,8,10.2,23,177,128,1.5,2960,0.66681
DIM,https://github.com/DestinyItemManager/DIM,TypeScript,71,0,144,4,51.8,84,516,467,1.1,286,0.6663
parcel,https://github.com/parcel-bundler/parcel,JavaScript,41,0,290,7,9,1,573,351,2.4,1238,0.66602
news,https://github.com/nextcloud/news,JavaScript,106,0,142,7,6,34,246,211,1.9,255,0.66536
material-components-web,https://github.com/material-components/material-components-web,TypeScript,82,0,415,4,16.4,5,271,225,1.3,753,0.66487
backstage,https://github.com/backstage/backstage,TypeScript,11,0,237,5,117.7,17,1353,1109,2.2,106,0.66433
pnpm,https://github.com/pnpm/pnpm,TypeScript,60,0,78,8,18.9,107,199,105,1.9,490,0.66419
Dart-Code,https://github.com/Dart-Code/Dart-Code,TypeScript,54,0,37,9,16.8,69,351,262,2.6,493,0.66417
webpack-merge,https://github.com/survivejs/webpack-merge,TypeScript,67,0,31,9,2.9,16,28,27,4,9051,0.66389
react-datepicker,https://github.com/Hacker0x01/react-datepicker,JavaScript,79,0,324,7,5.2,17,331,195,1.2,288,0.66356
cli,https://github.com/heroku/cli,JavaScript,73,0,143,6,3.9,30,85,48,0.9,5332,0.66299
apps,https://github.com/polkadot-js/apps,TypeScript,33,0,113,6,63.4,32,518,473,1,349,0.66274
berry,https://github.com/yarnpkg/berry,TypeScript,29,0,170,9,17.3,331,486,370,2.3,91,0.66211
eslint-plugin-jest,https://github.com/jest-community/eslint-plugin-jest,TypeScript,48,0,94,6,3.7,32,81,69,1.1,12291,0.66203
edusoho,https://github.com/edusoho/edusoho,JavaScript,90,1,255,3,59.4,80,7,0,0.6,28541,0.66177
pro-components,https://github.com/ant-design/pro-components,TypeScript,41,0,308,4,18.5,161,918,821,2.5,69,0.66126
ionic-framework,https://github.com/ionic-team/ionic-framework,TypeScript,90,0,425,3,11.7,47,845,617,2.2,56,0.66082
TiddlyWiki5,https://github.com/Jermolene/TiddlyWiki5,JavaScript,111,0,199,2,13.8,5,600,480,3.8,556,0.66065
commander.js,https://github.com/tj/commander.js,JavaScript,114,1,160,8,2.2,17,94,74,1.8,1988,0.66011
rails,https://github.com/rails/rails,Ruby,196,0,5438,9,38.5,15,1258,908,1.7,107008,0.92414
homebrew-core,https://github.com/Homebrew/homebrew-core,Ruby,141,0,11610,5,979.6,0,6860,6708,2.3,13984,0.89762
homebrew-cask,https://github.com/Homebrew/homebrew-cask,Ruby,107,0,8244,5,506.6,17,7597,7536,0.4,10861,0.89429
metasploit-framework,https://github.com/rapid7/metasploit-framework,Ruby,114,0,1197,7,70.1,76,939,644,2.5,48277,0.88417
brew,https://github.com/Homebrew/brew,Ruby,141,0,933,6,66.1,50,1945,1896,1.7,21161,0.85768
rubygems,https://github.com/rubygems/rubygems,Ruby,217,0,1078,11,31,16,427,329,2.7,13198,0.84534
rubocop,https://github.com/rubocop-hq/rubocop,Ruby,106,0,816,8,25.9,35,703,593,2.2,25147,0.84299
ruby,https://github.com/ruby/ruby,Ruby,279,0,347,6,93.4,49,470,402,1.2,63625,0.82677
linuxbrew-core,https://github.com/Homebrew/linuxbrew-core,Ruby,141,0,11747,5,1265.9,0,1826,1798,0.6,2824,0.82455
fastlane,https://github.com/fastlane/fastlane,Ruby,77,0,1338,10,9.4,50,791,653,2.7,4450,0.81914
puma,https://github.com/puma/puma,Ruby,182,0,415,10,8.2,10,190,165,3.5,37710,0.80683
spree,https://github.com/spree/spree,Ruby,156,0,1121,6,24.1,24,157,108,1.3,12237,0.79093
jekyll,https://github.com/jekyll/jekyll,Ruby,148,0,1112,7,9.8,6,273,217,1.1,34769,0.78363
aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby,Ruby,115,0,190,10,8.6,207,63,54,1.9,88722,0.78256
puppet,https://github.com/puppetlabs/puppet,Ruby,191,0,773,8,19.8,25,145,132,1.7,3296,0.77462
vagrant,https://github.com/hashicorp/vagrant,Ruby,133,0,1174,9,18.7,14,349,195,1.7,1248,0.77189
manageiq,https://github.com/ManageIQ/manageiq,Ruby,80,0,332,3,25.4,13,436,315,2.7,51336,0.77085
gitlabhq,https://github.com/gitlabhq/gitlabhq,Ruby,112,1,2998,3,41.9,138,3,0,2,61972,0.76503
jruby,https://github.com/jruby/jruby,Ruby,235,0,472,7,24.6,5,144,101,2.6,5793,0.75304
openproject,https://github.com/opf/openproject,Ruby,176,0,247,8,63.3,14,186,175,0.6,7338,0.74837
sidekiq,https://github.com/mperham/sidekiq,Ruby,109,0,505,9,3.3,16,93,74,3,4713,0.74738
CocoaPods,https://github.com/CocoaPods/CocoaPods,Ruby,114,0,349,12,4.5,9,368,282,2.4,4204,0.74735
rack,https://github.com/rack/rack,Ruby,169,1,470,8,4.5,6,27,20,3.5,58821,0.74701
styles,https://github.com/citation-style-language/styles,Ruby,122,0,943,6,11.2,0,175,163,4.9,4658,0.74265
mastodon,https://github.com/tootsuite/mastodon,Ruby,59,0,694,4,30.3,18,720,492,1.2,4122,0.74236
linguist,https://github.com/github/linguist,Ruby,117,0,967,5,3,8,161,101,2.3,7477,0.73537
canvas-lms,https://github.com/instructure/canvas-lms,Ruby,121,0,433,6,91.9,420,133,47,1.2,653,0.72714
foreman,https://github.com/theforeman/foreman,Ruby,139,0,419,5,13.4,19,294,224,3.6,464,0.72287
spec,https://github.com/ruby/spec,Ruby,154,0,505,9,13.7,1,33,31,2.8,5802,0.7211
consul,https://github.com/consul/consul,Ruby,66,0,125,6,10.3,2,180,129,0.7,511059,0.72045
faker,https://github.com/faker-ruby/faker,Ruby,159,0,802,8,5.6,8,118,92,1.1,2822,0.71983
webpacker,https://github.com/rails/webpacker,Ruby,49,0,403,10,3.5,14,195,129,1.4,6758,0.71869
chef,https://github.com/chef/chef,Ruby,156,0,896,3,56.3,1,409,311,0.8,5687,0.71598
solidus,https://github.com/solidusio/solidus,Ruby,156,0,980,6,8.2,12,168,102,1.2,1220,0.71532
truffleruby,https://github.com/oracle/truffleruby,Ruby,235,0,441,6,61.5,8,140,86,3.2,221,0.71381
rspec-rails,https://github.com/rspec/rspec-rails,Ruby,134,0,340,6,3.2,12,58,43,3.2,5016,0.71241
capybara,https://github.com/teamcapybara/capybara,Ruby,136,1,362,10,2.8,13,37,30,2.1,9238,0.71153
cucumber-ruby,https://github.com/cucumber/cucumber-ruby,Ruby,155,0,431,11,8.5,20,40,32,1.6,1069,0.71102
activeadmin,https://github.com/activeadmin/activeadmin,Ruby,130,0,730,11,11.1,5,205,169,1.1,532,0.70823
loomio,https://github.com/loomio/loomio,Ruby,111,0,119,7,43.8,27,279,256,0.5,2445,0.70794
webmock,https://github.com/bblimke/webmock,Ruby,136,0,237,11,1,12,19,14,3.9,5133,0.70407
openfoodnetwork,https://github.com/openfoodfoundation/openfoodnetwork,Ruby,107,0,166,2,65.3,57,695,440,2.5,866,0.70211
google-cloud-ruby,https://github.com/googleapis/google-cloud-ruby,Ruby,80,0,128,5,60.9,1014,684,619,0.6,1640,0.70122
ffi,https://github.com/ffi/ffi,Ruby,150,0,128,10,3.7,8,63,44,2.3,7321,0.70035
fluentd,https://github.com/fluent/fluentd,Ruby,116,0,231,7,7.8,24,203,96,1.5,1084,0.69632
open-build-service,https://github.com/openSUSE/open-build-service,Ruby,181,0,248,6,33.3,9,454,353,1.8,311,0.6963
sorbet,https://github.com/sorbet/sorbet,Ruby,39,0,226,4,19.4,958,617,483,1.1,3839,0.69604
plots2,https://github.com/publiclab/plots2,Ruby,100,0,755,4,15.9,1,993,554,3.4,321,0.69351
sequel,https://github.com/jeremyevans/sequel,Ruby,168,0,350,8,4,12,26,26,2.8,1454,0.6933
diaspora,https://github.com/diaspora/diaspora,Ruby,128,1,527,7,3.1,2,55,31,1.5,25686,0.69217
rubocop-rspec,https://github.com/rubocop-hq/rubocop-rspec,Ruby,84,0,104,13,4.2,15,121,84,2.7,2141,0.68965
google-api-ruby-client,https://github.com/googleapis/google-api-ruby-client,Ruby,127,0,131,8,21.5,6,1259,1232,0.2,1626,0.68687
doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,Ruby,111,0,271,10,2.5,14,32,23,1.6,2618,0.68569
rspec-core,https://github.com/rspec/rspec-core,Ruby,140,0,350,6,2.1,13,70,57,1.9,2410,0.68369
whitehall,https://github.com/alphagov/whitehall,Ruby,113,0,262,7,18,1000,100,95,0.6,614,0.67959
shoulda-matchers,https://github.com/thoughtbot/shoulda-matchers,Ruby,168,0,281,10,1.6,3,49,32,3.3,1514,0.67653
grape,https://github.com/ruby-grape/grape,Ruby,127,1,423,8,2.2,6,51,36,3.2,1589,0.6754
opal,https://github.com/opal/opal,Ruby,142,0,113,9,1.8,3,43,24,2.2,14483,0.67324
mongoid,https://github.com/mongodb/mongoid,Ruby,138,0,521,9,3.9,16,62,60,1.3,241,0.67188
graphql-ruby,https://github.com/rmosolgo/graphql-ruby,Ruby,72,0,382,7,12.8,3,126,94,1.9,811,0.67124
homebrew-cask-versions,https://github.com/Homebrew/homebrew-cask-versions,Ruby,87,0,992,4,36.6,15,969,969,0.1,93,0.67118
mongo-ruby-driver,https://github.com/mongodb/mongo-ruby-driver,Ruby,147,0,186,10,9.9,18,58,57,0.8,575,0.66815
logstash,https://github.com/elastic/logstash,Ruby,139,1,543,3,6.1,21,348,211,1.1,1250,0.668
katello,https://github.com/Katello/katello,Ruby,116,0,173,4,9.7,15,150,127,3.8,312,0.66591
rake,https://github.com/ruby/rake,Ruby,217,0,191,11,0.3,6,19,6,1.1,22281,0.66486
inspec,https://github.com/inspec/inspec,Ruby,70,0,333,7,11.8,23,428,170,1.1,118,0.66181
forem,https://github.com/forem/forem,Ruby,50,0,557,5,81.4,0,2252,1798,1.7,86,0.6615
devise,https://github.com/heartcombo/devise,Ruby,137,1,672,9,1.1,12,57,28,1.4,813,0.66053
rspec-expectations,https://github.com/rspec/rspec-expectations,Ruby,140,0,169,7,1.7,10,47,38,2.3,1835,0.65871
bosh,https://github.com/cloudfoundry/bosh,Ruby,126,1,761,9,2.5,5,15,3,1.2,3353,0.65798
simplecov,https://github.com/simplecov-ruby/simplecov,Ruby,126,0,191,9,3.8,12,34,27,1.8,727,0.65777
listen,https://github.com/guard/listen,Ruby,109,0,82,9,2.2,6,69,60,1.8,3756,0.6539
middleman,https://github.com/middleman/middleman,Ruby,139,0,219,9,1.7,25,44,36,0.6,1255,0.6538
fog,https://github.com/fog/fog,Ruby,141,9,936,12,0,15,4,2,2.2,11759,0.65344
elasticsearch-ruby,https://github.com/elastic/elasticsearch-ruby,Ruby,93,0,140,6,7.5,17,119,100,0.5,2348,0.65298
sinatra,https://github.com/sinatra/sinatra,Ruby,162,1,462,5,1.4,10,40,21,1.8,3435,0.65249
sentry-ruby,https://github.com/getsentry/sentry-ruby,Ruby,106,0,196,10,6.4,30,193,156,0.9,99,0.65224
asciidoctor,https://github.com/asciidoctor/asciidoctor,Ruby,104,0,142,7,4.2,2,174,119,1.7,2304,0.65069
parallel_tests,https://github.com/grosser/parallel_tests,Ruby,141,1,164,11,0.8,19,14,10,3.3,1391,0.64977
LicenseFinder,https://github.com/pivotal/LicenseFinder,Ruby,122,0,213,6,5.6,16,33,19,2.5,379,0.64877
rails_admin,https://github.com/sferik/rails_admin,Ruby,127,1,475,10,0.4,5,40,17,1.1,3281,0.64858
rouge,https://github.com/rouge-ruby/rouge,Ruby,101,1,363,8,3.3,12,113,56,0.8,1070,0.64845
danger,https://github.com/danger/danger,Ruby,64,1,203,10,3.5,14,27,20,1.7,2071,0.64702
zammad,https://github.com/zammad/zammad,Ruby,106,0,86,7,9.4,7,258,158,1.2,935,0.64653
activerecord-jdbc-adapter,https://github.com/jruby/activerecord-jdbc-adapter,Ruby,175,0,179,8,1.2,14,11,10,3,966,0.64647
excon,https://github.com/excon/excon,Ruby,136,0,168,9,0.6,18,7,7,1.9,2389,0.64627
identity-idp,https://github.com/18F/identity-idp,Ruby,60,0,94,10,17.3,30,301,295,0.7,151,0.64395
globalize,https://github.com/globalize/globalize,Ruby,151,2,168,10,0.1,3,11,9,1.6,45510,0.64235
rubocop-rails,https://github.com/rubocop-hq/rubocop-rails,Ruby,31,0,166,12,3.6,11,57,41,1.4,1968,0.6414
factory_bot,https://github.com/thoughtbot/factory_bot,Ruby,153,1,249,9,1.3,6,24,15,1.9,2378,0.64102
ohai,https://github.com/chef/ohai,Ruby,147,0,315,3,6.8,35,118,107,0.6,665,0.64033
faraday,https://github.com/lostisland/faraday,Ruby,134,0,204,6,1.2,5,54,39,1.9,1591,0.6361
redis-rb,https://github.com/redis/redis-rb,Ruby,144,1,191,10,1.3,5,41,19,1.8,1963,0.63585
active_merchant,https://github.com/activemerchant/active_merchant,Ruby,169,0,655,4,6.4,11,90,70,0.4,372,0.63527
tigerbrew,https://github.com/mistydemeo/tigerbrew,Ruby,141,2,6521,8,0.3,0,7,1,2,1448,0.63454
fog-aws,https://github.com/fog/fog-aws,Ruby,73,0,158,14,1,11,15,11,2.1,1385,0.63345
rubygems.org,https://github.com/rubygems/rubygems.org,Ruby,145,0,379,10,7.8,0,105,89,0.7,491,0.63337
